city_code,dataset_role,file_name,available,uncompressed_size_mb
AMS,training_candidate,chargers.csv,True,0.25733470916748047
AMS,training_candidate,distance.csv,True,104.60070133209229
AMS,training_candidate,duration.csv,True,103.3025894165039
AMS,training_candidate,e_price.csv,True,54.59394359588623
AMS,training_candidate,info.csv,True,0.0002040863037109375
AMS,training_candidate,poi.csv,True,2.2092018127441406
AMS,training_candidate,sites.csv,True,0.2542848587036133
AMS,training_candidate,s_price.csv,True,41.25299549102783
AMS,training_candidate,volume.csv,True,84.04531478881836
AMS,training_candidate,weather.csv,True,0.3437967300415039
JHB,training_candidate,chargers.csv,True,0.0059871673583984375
JHB,training_candidate,distance.csv,True,0.038542747497558594
JHB,training_candidate,duration.csv,True,2.774129867553711
JHB,training_candidate,e_price.csv,True,1.1261701583862305
JHB,training_candidate,info.csv,True,0.000202178955078125
JHB,training_candidate,poi.csv,True,2.160341262817383
JHB,training_candidate,sites.csv,True,0.004868507385253906
JHB,training_candidate,s_price.csv,True,0.8755350112915039
JHB,training_candidate,volume.csv,True,2.540151596069336
JHB,training_candidate,weather.csv,True,0.3289318084716797
LOA,training_candidate,chargers.csv,True,0.043534278869628906
LOA,training_candidate,distance.csv,True,0.9227285385131836
LOA,training_candidate,duration.csv,True,14.874481201171875
LOA,training_candidate,e_price.csv,True,3.925434112548828
LOA,training_candidate,info.csv,True,0.00020122528076171875
LOA,training_candidate,poi.csv,True,1.906632423400879
LOA,training_candidate,sites.csv,True,0.027138710021972656
LOA,training_candidate,s_price.csv,True,3.925434112548828
LOA,training_candidate,volume.csv,True,9.945367813110352
LOA,training_candidate,weather.csv,True,0.3366508483886719
MEL,training_candidate,chargers.csv,True,0.007503509521484375
MEL,training_candidate,distance.csv,True,0.06949710845947266
MEL,training_candidate,duration.csv,True,3.8176803588867188
MEL,training_candidate,e_price.csv,True,1.2203311920166016
MEL,training_candidate,info.csv,True,0.000194549560546875
MEL,training_candidate,poi.csv,True,29.135730743408203
MEL,training_candidate,sites.csv,True,0.0071811676025390625
MEL,training_candidate,s_price.csv,True,1.1436471939086914
MEL,training_candidate,volume.csv,True,2.8342838287353516
MEL,training_candidate,weather.csv,True,0.3278818130493164
SPO,training_candidate,chargers.csv,True,0.005045890808105469
SPO,training_candidate,distance.csv,True,0.03812122344970703
SPO,training_candidate,duration.csv,True,2.9834938049316406
SPO,training_candidate,e_price.csv,True,1.1871376037597656
SPO,training_candidate,info.csv,True,0.00019168853759765625
SPO,training_candidate,poi.csv,True,2.2451324462890625
SPO,training_candidate,sites.csv,True,0.0053882598876953125
SPO,training_candidate,s_price.csv,True,0.8755350112915039
SPO,training_candidate,volume.csv,True,2.8410511016845703
SPO,training_candidate,weather.csv,True,0.3282642364501953
SZH,external_only,chargers.csv,True,0.15843677520751953
SZH,external_only,distance.csv,True,36.777520179748535
SZH,external_only,duration.csv,True,91.17194366455078
SZH,external_only,e_price.csv,True,38.798118591308594
SZH,external_only,info.csv,True,0.000194549560546875
SZH,external_only,poi.csv,True,2.155872344970703
SZH,external_only,sites.csv,True,0.14835262298583984
SZH,external_only,s_price.csv,True,27.31828022003174
SZH,external_only,volume.csv,True,93.7246961593628
SZH,external_only,weather.csv,True,0.34714412689208984
